item_id,name,category,depth,height,width,Price
90420332,FREKVENS,Bar furniture,NA,99,51,265
368814,NORDVIKEN,Bar furniture,NA,105,80,995
9333523,NORDVIKEN / NORDVIKEN,Bar furniture,NA,NA,NA,2095
80155205,STIG,Bar furniture,50,100,60,69
30180504,NORBERG,Bar furniture,60,43,74,225
10122647,INGOLF,Bar furniture,45,91,40,345
70404875,FRANKLIN,Bar furniture,44,95,50,129
60155602,DALFRED,Bar furniture,50,NA,50,195
50406465,FRANKLIN,Bar furniture,44,95,50,129
69304221,EKEDALEN / EKEDALEN,Bar furniture,NA,NA,NA,2176
90404879,FRANKLIN,Bar furniture,44,103,52,149
121766,INGOLF,Bar furniture,45,102,40,395
397736,NORRARYD,Bar furniture,47,103,46,395
50420329,FREKVENS,Bar furniture,53,104,43,177
400550,EKEDALEN,Bar furniture,52,114,43,345
29304826,TOMMARYD,Bar furniture,NA,105,70,695
40426138,HENRIKSDAL,Bar furniture,51,102,40,395
50363649,KULLABERG,Bar furniture,36,NA,36,140
70246089,JANINGE,Bar furniture,36,84,38,595
60406785,FRANKLIN,Bar furniture,44,103,52,149
340759,EKEDALEN,Bar furniture,NA,105,80,995
30352246,RÅSKOG,Bar furniture,44,63,44,175
10281354,JANINGE,Bar furniture,36,84,38,595
90400517,EKEDALEN,Bar furniture,NA,105,80,796
400545,EKEDALEN,Bar furniture,51,114,43,345
10400540,EKEDALEN,Bar furniture,52,114,43,345
40400529,EKEDALEN,Bar furniture,NA,105,80,796
90319918,HENRIKSDAL,Bar furniture,51,102,40,695
29297227,STENSELE / NORRARYD,Bar furniture,NA,NA,NA,1340
99323925,STENSELE,Bar furniture,NA,104,70,550
40339004,NORRÅKER,Bar furniture,NA,102,74,595
39184324,HENRIKSDAL,Bar furniture,51,102,40,435
19297275,NORRÅKER / NORRÅKER,Bar furniture,NA,NA,NA,1266
60400745,YNGVAR,Bar furniture,40,NA,40,475
20336619,HENRIKSDAL,Bar furniture,NA,NA,NA,40
20429010,NORRÅKER,Bar furniture,48,100,42,395
80369112,NORDVIKEN,Bar furniture,47,101,40,275
89280380,NORRÅKER / NORRARYD,Bar furniture,NA,104,74,1385
29304223,EKEDALEN / EKEDALEN,Bar furniture,NA,NA,NA,2375
49304217,EKEDALEN / EKEDALEN,Bar furniture,NA,NA,NA,2176
272656,BERNHARD,Bar furniture,50,90,48,745
79241940,NORRÅKER / NORRÅKER,Bar furniture,NA,104,74,1385
89297272,NORRÅKER / NORRARYD,Bar furniture,NA,NA,NA,1266
9288224,STENSELE,Bar furniture,NA,105,NA,550
30135658,GLENN,Bar furniture,52,100,50,445
49297274,NORRÅKER / NORRÅKER,Bar furniture,NA,NA,NA,1266
30308395,RÅSKOG,Bar furniture,44,63,44,175
29123958,MINNEN,Beds,NA,NA,85,395
49278341,BRIMNES,Beds,54,110,96,895
50461230,SMÅGÖRA,Beds,NA,79,66,595
89326463,PLATSA,Beds,40,43,140,2111
50468953,VATTVIKEN,Beds,83,86,92,995
69326609,SLÄKT,Beds,NA,NA,91,540
59099136,BRIMNES,Beds,NA,111,146,795
40395245,NEIDEN,Beds,NA,NA,94,99
69277307,LEIRVIK,Beds,NA,NA,188,1195
70395239,NEIDEN,Beds,NA,NA,144,199
89931560,HEMNES,Beds,NA,NA,154,675
30446373,SLATTUM,Beds,NA,NA,144,595
59248612,NEIDEN,Beds,NA,NA,94,199
19254209,SAGSTUA,Beds,NA,140,148,545
20400691,BRIMNES,Beds,54,47,96,575
39019701,ASKVOLL,Beds,NA,NA,147,445
69912770,TRYSIL,Beds,NA,NA,165,525
29931596,MALM,Beds,NA,NA,156,495
29179554,RAMSTA,Beds,NA,80,97,445
9241043,SONGESAND,Beds,NA,NA,153,395
19175957,MALM,Beds,59,15,196,920
19185433,SNIGLAR,Beds,NA,NA,77,195
39122072,LAUVIK,Beds,NA,120,140,1729
79902935,BRIMNES,Beds,54,20,146,575
90349326,HEMNES,Beds,70,18,89,1495
99157983,NESTTUN,Beds,NA,95,146,595
69057522,TYSSEDAL,Beds,NA,NA,147,1395
79012991,MALM,Beds,59,15,105,670
249487,MALM,Beds,NA,NA,105,445
89227731,SLÄKT,Beds,57,NA,96,995
90331091,RIDABU,Beds,NA,120,40,100
69185435,KRITTER,Beds,NA,NA,75,360
29194427,HEMNES,Beds,NA,NA,154,1375
89305446,PLATSA,Beds,40,43,143,2600.5
19259631,SAGSTUA,Beds,NA,120,98,745
80017389,SANDVIKA,Beds,NA,34,80,295
39248608,NEIDEN,Beds,NA,NA,144,399
69323757,MINNEN,Beds,NA,NA,85,395
79227755,SLÄKT,Beds,NA,NA,96,375
90354327,HAMMARN,Beds,85,78,128,399
79247598,BJÖRKSNÄS,Beds,NA,42,160,2040
10362963,SLÄKT,Beds,NA,NA,62,425
9241420,NORDLI,Beds,51,16,240,2290
20424362,FYRESDAL,Beds,NA,94,88,549
69241097,SONGESAND,Beds,64,14,153,570
39931609,MALM,Beds,59,NA,156,945
20467629,MYDAL,Beds,NA,157,97,895
239233,TUFFING,Beds,NA,130,96,475
29239459,SÄBÖVIK,Beds,NA,90,140,1745
60116960,LYCKSELE,Beds,55,21,92,100
89019992,TARVA,Beds,NA,NA,148,871
30249546,HEMNES,Beds,NA,NA,104,695
89019572,HEMNES,Beds,NA,NA,104,995
70305700,BUSUNGE,Beds,NA,NA,90,795
40433902,MARKERAD,Beds,NA,20,80,480
79129986,GJÖRA,Beds,NA,NA,154,1640
360484,UTÅKER,Beds,NA,2,83,695
44361010,BRYNE,Beds,NA,NA,NA,49
80253809,KURA,Beds,NA,116,99,745
39216754,FRIHETEN,Beds,151,66,NA,1846
10448325,VITVAL,Beds,NA,20,90,295
30160209,LURÖY,Beds,NA,4,80,100
30248537,SNIGLAR,Beds,NA,80,66,295
29188822,HEMNES,Beds,NA,NA,104,1145
60372276,HEMNES,Beds,70,18,89,1495
19009562,MALM,Beds,NA,NA,105,545
99239451,SLÄKT,Beds,57,45,95,620
99287550,DELAKTIG,Beds,NA,99,164,2195
19268763,STUVA,Beds,NA,182,NA,1725
29250753,LAUVIK,Beds,NA,120,160,2425
49303393,VIMLE,Beds,NA,NA,NA,1400
89186778,KONGSFJORD,Beds,NA,135,180,8551
9306416,NYHAMN,Beds,97,90,200,1470
50340163,NYHAMN,Beds,NA,NA,140,450
29291956,SLÄKT,Beds,57,14,96,1395
70284203,ASKEBY,Beds,72,72,149,995
20228709,BRIMNES,Beds,28,111,146,220
49046068,SUNDVIK,Beds,NA,80,NA,849
20404806,MALM,Beds,NA,NA,175,1595
9186126,HEMNES,Beds,70,18,89,2185
70362427,SOLGUL,Beds,NA,53,66,395
102452,MYDAL,Beds,NA,157,NA,795
40349847,NORDLI,Beds,51,16,140,1595
30099293,VIKARE,Beds,NA,7,NA,95
70426537,DELAKTIG,Beds,NA,70,150,595
90299449,TUFFING,Beds,NA,179,97,645
39277498,VALLENTUNA,Beds,93,84,113,1848
40411410,VITVAL,Beds,45,73,95,200
89302914,PLATSA,Beds,40,43,140,2307
10453086,PLATSA,Beds,40,43,140,1195
9324284,PLATSA,Beds,40,43,140,3339
19302922,VITVAL,Beds,NA,162,97,1590
90229017,BUSUNGE,Beds,NA,NA,90,795
80341496,NYHAMN,Beds,NA,NA,140,600
228705,BRIMNES,Beds,53,21,86,1095
29241160,SONGESAND,Beds,64,14,153,1245
59167074,LAUVIK,Beds,NA,120,140,2146
89386070,SLÄKT,Beds,53,35,96,1260
10247973,SVÄRTA,Beds,NA,159,97,895
99278070,VALLENTUNA,Beds,NA,84,346,7796
19166180,LYCKSELE MURBO,Beds,100,87,142,1445
79288188,DELAKTIG,Beds,NA,99,204,2595
99302918,PLATSA,Beds,40,43,141,1767
60433901,MARKERAD,Beds,NA,NA,80,267
102065,LYCKSELE LÖVÅS,Beds,NA,NA,NA,495
39227837,UTÅKER,Beds,NA,2,83,1285
39041660,SUNDVIK,Beds,NA,80,NA,849
59302915,PLATSA,Beds,40,43,141,2905
60299691,BRYNILEN,Beds,NA,NA,NA,30
39279280,FYRESDAL,Beds,NA,94,88,1139
9149879,VALLENTUNA,Beds,100,45,80,1160
19287530,DELAKTIG,Beds,NA,29,164,1400
400692,BRIMNES,Beds,28,110,96,220
19326428,SLÄKT,Beds,NA,NA,91,520
80332468,SUFFLETT,Beds,NA,80,NA,85
90332458,KURA,Beds,NA,68,97,175
90338403,LÖVA,Beds,NA,NA,90,55
99211621,HEMNES,Beds,NA,83,87,2085
20320128,FLEKKE,Beds,NA,86,88,1495
69304829,MARKERAD,Beds,NA,NA,80,1092
99302975,PLATSA,Beds,40,43,141,2163.5
50393830,KURA,Beds,NA,68,97,149
89275265,STUVA / FÖLJA,Beds,NA,182,NA,1915
39288128,DELAKTIG,Beds,NA,99,204,2495
70340567,GRÄLVIKEN,Beds,86,74,225,1995
89240761,HOLMSUND,Beds,99,96,230,2295
59250756,LAUVIK,Beds,NA,120,160,2902
79253259,STUVA / FRITIDS,Beds,NA,182,NA,1990
20247982,SVÄRTA,Beds,NA,186,97,875
9302913,PLATSA,Beds,40,42,141,1611
29278101,GRÖNLID,Beds,98,104,196,3595
80411272,VITVAL,Beds,NA,162,97,1295
49278591,GRÖNLID,Beds,164,104,252,7610
19129932,BRIMNES,Beds,53,21,86,1795
80362974,SLÄKT,Beds,53,35,62,295
10372976,NORDLI,Beds,NA,84,240,695
69287537,DELAKTIG,Beds,NA,99,164,2095
257953,GONATT,Beds,NA,103,66,1095
20299688,BRENNÅSEN,Beds,7,NA,7,30
9217849,BRÅTHULT,Beds,78,69,212,1991
19302917,PLATSA,Beds,40,43,140,2210
59151271,SVÄRTA,Beds,NA,186,97,1175
9306435,NYHAMN,Beds,97,90,200,1445
29277639,LIDHULT,Beds,164,102,387,9585
40299687,BURFJORD,Beds,55,NA,55,40
49277105,VALLENTUNA,Beds,NA,84,266,4488
69302566,VITVAL,Beds,NA,195,135,1195
9278003,VALLENTUNA,Beds,93,84,266,5780
19290014,LIDHULT,Beds,97,95,160,3340
20426525,DELAKTIG,Beds,NA,70,150,495
10248519,GULLIVER,Beds,NA,80,66,595
60429471,DELAKTIG,Beds,NA,NA,NA,200
89300750,FLOTTEBO,Beds,120,79,200,2236
29288100,DELAKTIG,Beds,NA,29,204,1800
49292686,VIMLE,Beds,98,83,271,4645
49306443,NYHAMN,Beds,97,90,200,1295
45932080,SULTAN,Beds,NA,NA,NA,50
10309616,BÅTSFJORD,Beds,NA,NA,NA,30
79186774,KONGSFJORD,Beds,NA,135,180,8356
99183864,FLEKKE,Beds,NA,86,88,2185
70248564,SUNDVIK,Beds,NA,85,67,695
79217902,SANDBACKEN,Beds,NA,69,212,1841
79150746,HOLMSUND,Beds,151,96,230,2995
29277724,VALLENTUNA,Beds,113,84,186,4320
59297481,FLOTTEBO,Beds,90,79,200,1596
9306355,NYHAMN,Beds,97,90,200,1520
20249896,SVÄRTA,Beds,88,2,200,300
29266184,LIDHULT,Beds,98,102,294,7785
29278158,GRÖNLID,Beds,98,104,231,4270
49268653,STUVA / FRITIDS,Beds,NA,182,NA,2025
60102067,LYCKSELE HÅVET,Beds,NA,NA,NA,795
248567,SUNDVIK,Beds,NA,85,67,695
60431563,FRIHETEN,Beds,105,83,225,1845
29285521,VIMLE,Beds,98,83,160,2945
89278481,GRÖNLID,Beds,164,104,277,4790
70299695,BJORLI,Beds,NA,NA,NA,40
50456417,SLÄKT,Beds,NA,40,90,75
40296599,KURA,Beds,NA,68,97,125
10311228,KURA,Beds,NA,68,97,125
9277918,VALLENTUNA,Beds,NA,84,273,4036
19290603,LIDHULT,Beds,97,95,160,4841
80309613,BRATTVÅG,Beds,NA,NA,NA,50
59277652,VALLENTUNA,Beds,113,84,186,2932
69278415,GRÖNLID,Beds,98,104,267,4390
80102066,LYCKSELE MURBO,Beds,NA,NA,NA,695
89253169,STUVA / FRITIDS,Beds,NA,86,66,995
10411242,VITVAL,Beds,NA,195,135,995
19285588,VIMLE,Beds,98,83,190,3355
29297454,FLOTTEBO,Beds,90,79,200,1676
99280884,LYCKSELE LÖVÅS,Beds,100,87,142,1345
9278569,GRÖNLID,Beds,98,104,235,6110
19299726,VIMLE,Beds,98,83,349,7765
29257066,LIDHULT,Beds,98,102,208,4040
39292465,VIMLE,Beds,98,83,246,4120
69292275,VIMLE,Beds,98,83,261,4265
79267280,STUVA / FRITIDS,Beds,NA,86,66,995
99275241,STUVA / FÖLJA,Beds,NA,182,NA,1980
50201534,GONATT,Beds,NA,103,66,1095
80332473,SUFFLETT,Beds,NA,80,NA,85
39253176,STUVA / FRITIDS,Beds,NA,86,66,995
69297471,FLOTTEBO,Beds,120,79,200,1996
39266094,LIDHULT,Beds,164,102,298,5840
89149936,LYCKSELE HÅVET,Beds,100,87,142,1645
39277196,GRÖNLID,Beds,98,104,160,3145
59266074,LIDHULT,Beds,164,102,298,7873
39180566,STUVA / FÖLJA,Beds,NA,86,66,985
39266008,LIDHULT,Beds,98,102,208,5553
49253185,STUVA / FRITIDS,Beds,NA,86,66,995
59297141,JONAXEL,Bookcases & shelving units,51,70,25,135
59201841,OLAUS,Bookcases & shelving units,36,181,92,290
59297674,JONAXEL,Bookcases & shelving units,51,173,198,915
450347,KOLBJÖRN,Bookcases & shelving units,35,81,80,345
69297287,JONAXEL,Bookcases & shelving units,51,160,182,375
99303461,IVAR,Bookcases & shelving units,NA,179,175,1385
70261131,GERSBY,Bookcases & shelving units,24,180,60,95
20275814,KALLAX,Bookcases & shelving units,39,77,77,115
60282186,LACK,Bookcases & shelving units,28,190,30,199
278578,HYLLIS,Bookcases & shelving units,27,140,60,59
80275887,KALLAX,Bookcases & shelving units,39,147,77,250
50419972,JONAXEL,Bookcases & shelving units,38,160,80,175
30428326,HYLLIS,Bookcases & shelving units,27,74,60,39
90282180,LACK,Bookcases & shelving units,26,NA,NA,39
40178591,LAIVA,Bookcases & shelving units,24,165,62,85
40322876,SVALNÄS,Bookcases & shelving units,35,NA,81,270
20346072,KALLAX,Bookcases & shelving units,12,35,33,30
90305803,VITTSJÖ,Bookcases & shelving units,36,93,100,245
263850,BILLY,Bookcases & shelving units,28,202,80,185
50263838,BILLY,Bookcases & shelving units,28,202,40,145
30419973,JONAXEL,Bookcases & shelving units,51,70,25,75
39318031,HYLLIS,Bookcases & shelving units,27,NA,180,137
19222299,KALLAX,Bookcases & shelving units,159,147,77,450
30318163,IVAR,Bookcases & shelving units,30,NA,83,35
275848,KALLAX,Bookcases & shelving units,39,147,42,195
50214678,VITTSJÖ,Bookcases & shelving units,36,175,51,225
39031411,HEJNE,Bookcases & shelving units,31,171,78,165
40415465,LOMMARP,Bookcases & shelving units,34,199,65,476
40033763,IVAR,Bookcases & shelving units,30,83,80,295
50339292,FJÄLLBO,Bookcases & shelving units,36,95,100,495
20312492,OBSERVATÖR,Bookcases & shelving units,NA,18,30,15
59278307,KALLAX,Bookcases & shelving units,39,147,77,500
80263832,BILLY,Bookcases & shelving units,28,106,40,95
19189030,EKET,Bookcases & shelving units,35,210,80,656
69155853,BILLY,Bookcases & shelving units,28,237,280,1510
50282182,LACK,Bookcases & shelving units,26,NA,NA,99
30334605,EKET,Bookcases & shelving units,25,70,70,220
40277143,GNEDBY,Bookcases & shelving units,17,202,20,125
50279066,LIATORP,Bookcases & shelving units,NA,198,44,450
80295526,BESTÅ,Bookcases & shelving units,16,NA,56,25
50282177,LACK,Bookcases & shelving units,26,5,NA,19
319135,IVAR,Bookcases & shelving units,30,155,80,570
79286434,EKET,Bookcases & shelving units,35,80,140,620
69281804,BILLY / OXBERG,Bookcases & shelving units,30,202,120,915
287808,HEJNE,Bookcases & shelving units,28,NA,77,45
10261129,FINNBY,Bookcases & shelving units,24,180,60,149
20213312,VITTSJÖ,Bookcases & shelving units,36,175,100,395
29281066,BILLY / OXBERG,Bookcases & shelving units,30,202,80,385
30381593,IVAR,Bookcases & shelving units,30,83,80,345
90344456,VILTO,Bookcases & shelving units,26,150,46,275
30263844,BILLY,Bookcases & shelving units,28,106,80,115
70301542,KALLAX,Bookcases & shelving units,39,182,182,725
322859,SVALNÄS,Bookcases & shelving units,25,NA,61,90
69017828,BILLY / OXBERG,Bookcases & shelving units,30,202,80,575
19286390,EKET,Bookcases & shelving units,25,175,70,400
9305087,JONAXEL,Bookcases & shelving units,51,70,25,135
79902657,VITTSJÖ,Bookcases & shelving units,36,NA,200,554
79302721,BESTÅ,Bookcases & shelving units,42,74,120,920
70342199,FJÄLLBO,Bookcases & shelving units,36,136,51,295
70364290,OLAUS,Bookcases & shelving units,NA,15,13,19
60413502,HEMNES,Bookcases & shelving units,37,197,90,796
39287398,BILLY / OXBERG,Bookcases & shelving units,30,202,40,340
39278290,KALLAX,Bookcases & shelving units,39,147,42,345
99291745,HYLLIS,Bookcases & shelving units,27,140,60,84
49280042,BILLY / OXBERG,Bookcases & shelving units,30,106,80,315
90301555,KALLAX,Bookcases & shelving units,39,42,77,115
70302283,BRUSALI,Bookcases & shelving units,33,190,67,237
9197436,KALLAX,Bookcases & shelving units,39,147,77,450
99286838,BESTÅ / EKET,Bookcases & shelving units,40,220,210,1719
20417205,STUK,Bookcases & shelving units,51,18,55,35
60419962,JONAXEL,Bookcases & shelving units,51,15,25,15
295554,BESTÅ,Bookcases & shelving units,36,NA,56,25
20409936,KALLAX,Bookcases & shelving units,39,147,112,395
90301225,BRIMNES,Bookcases & shelving units,35,190,60,445
20323358,BILLY,Bookcases & shelving units,26,NA,76,50
60364295,OLAUS,Bookcases & shelving units,36,94,92,145
90394470,BOTTNA,Bookcases & shelving units,NA,15,13,15
9017826,BILLY,Bookcases & shelving units,28,106,240,345
69251345,IVAR,Bookcases & shelving units,50,179,89,420
79306875,EKET,Bookcases & shelving units,35,72,70,250
40218554,ALGOT,Bookcases & shelving units,38,NA,40,15.6
30409295,KOLBJÖRN,Bookcases & shelving units,35,81,80,345
60295706,MOSTORP,Bookcases & shelving units,27,27,160,417
80385616,BILLY,Bookcases & shelving units,30,202,80,516
90311069,OBSERVATÖR,Bookcases & shelving units,NA,18,30,15
69281776,BILLY,Bookcases & shelving units,30,202,80,585
70339291,FJÄLLBO,Bookcases & shelving units,36,136,100,495
20345633,KOLBJÖRN,Bookcases & shelving units,35,161,90,695
89248205,IVAR,Bookcases & shelving units,30,124,89,440
99294560,VITTSJÖ,Bookcases & shelving units,36,175,202,695
29276531,ALGOT,Bookcases & shelving units,41,199,132,509
40347886,EDVALLA,Bookcases & shelving units,11,NA,33,25
79017837,BILLY,Bookcases & shelving units,28,202,160,370
79305098,JONAXEL,Bookcases & shelving units,51,70,50,180
79278250,KALLAX,Bookcases & shelving units,39,112,147,595
39903791,ALGOT,Bookcases & shelving units,41,85,86,196
89286382,EKET,Bookcases & shelving units,25,70,175,640
10275862,KALLAX,Bookcases & shelving units,39,147,147,495
69190861,EKET,Bookcases & shelving units,35,107,105,435
9189484,EKET,Bookcases & shelving units,35,70,105,978
10218517,ALGOT,Bookcases & shelving units,60,14,38,18
9279050,OLAUS,Bookcases & shelving units,36,181,197,772
79278269,KALLAX,Bookcases & shelving units,39,77,77,215
99277122,BILLY / BOTTNA,Bookcases & shelving units,28,106,40,140
19046442,LIATORP,Bookcases & shelving units,38,214,276,4335
69285939,HYLLIS,Bookcases & shelving units,27,74,60,51
59902658,VITTSJÖ,Bookcases & shelving units,36,175,151,620
29286417,EKET,Bookcases & shelving units,35,80,35,265
40450350,KOLBJÖRN,Bookcases & shelving units,35,81,80,225
39285827,EKET,Bookcases & shelving units,25,35,35,80
89248314,IVAR,Bookcases & shelving units,30,179,89,275
334536,EKET,Bookcases & shelving units,35,70,70,235
49189199,EKET,Bookcases & shelving units,25,72,70,347
9294526,VITTSJÖ,Bookcases & shelving units,36,93,200,490
59206004,BESTÅ,Bookcases & shelving units,40,74,180,1235
99017445,KALLAX,Bookcases & shelving units,39,147,77,350
40309573,STUK,Bookcases & shelving units,51,18,55,35
49046978,HEJNE,Bookcases & shelving units,50,171,307,705
10429992,JONAXEL,Bookcases & shelving units,51,70,25,55
50236487,ALGOT,Bookcases & shelving units,NA,NA,2,6
10279860,MORLIDEN,Bookcases & shelving units,NA,192,40,200
29299165,BESTÅ,Bookcases & shelving units,42,38,180,925
116595,LIATORP,Bookcases & shelving units,37,214,96,995
99300839,BESTÅ,Bookcases & shelving units,42,192,120,1620
50343147,BROR,Bookcases & shelving units,5,7,3,15
59182201,BILLY,Bookcases & shelving units,28,237,80,285
79301788,BESTÅ,Bookcases & shelving units,42,240,120,1820
10428332,HYLLIS,Bookcases & shelving units,NA,74,60,12
40322862,SVALNÄS,Bookcases & shelving units,15,NA,81,80
9287413,BILLY / OXBERG,Bookcases & shelving units,30,202,40,470
29287389,BILLY / OXBERG,Bookcases & shelving units,30,106,40,290
49248311,IVAR,Bookcases & shelving units,30,179,89,310
49227605,ENETRI,Bookcases & shelving units,33,158,170,412
89302971,BESTÅ,Bookcases & shelving units,42,230,240,2470
80336433,GUBBARP,Bookcases & shelving units,27,NA,NA,3
50218563,ALGOT,Bookcases & shelving units,NA,NA,60,6
30429991,JONAXEL,Bookcases & shelving units,NA,NA,51,20
19306185,JONAXEL,Bookcases & shelving units,51,73,25,160
69208026,BESTÅ,Bookcases & shelving units,42,112,180,1725
89017832,BILLY / OXBERG,Bookcases & shelving units,30,202,160,1150
80349001,EKET,Bookcases & shelving units,34,10,34,45
69303504,IVAR,Bookcases & shelving units,30,124,89,625
89287433,BILLY / OXBERG,Bookcases & shelving units,30,237,40,505
9384051,HEMNES,Bookcases & shelving units,37,197,270,3986
89017827,BILLY,Bookcases & shelving units,28,237,200,795
69325902,IVAR,Bookcases & shelving units,30,179,48,335
29248557,IVAR,Bookcases & shelving units,NA,179,175,1275
70245952,BESTÅ,Bookcases & shelving units,40,38,120,170
89317557,KOLBJÖRN,Bookcases & shelving units,37,161,80,570
39311765,ALGOT,Bookcases & shelving units,41,197,176,529
20333951,EKET,Bookcases & shelving units,35,70,70,236
10429987,JONAXEL,Bookcases & shelving units,NA,NA,NA,15
20419964,JONAXEL,Bookcases & shelving units,51,15,50,25
9184448,SVALNÄS,Bookcases & shelving units,35,176,86,620
99902661,VITTSJÖ,Bookcases & shelving units,36,NA,202,609
99020476,BILLY / GNEDBY,Bookcases & shelving units,28,202,200,940
69020473,BILLY / OXBERG,Bookcases & shelving units,30,237,200,2295
90344927,EKET,Bookcases & shelving units,35,35,35,99
89276463,BROR,Bookcases & shelving units,40,190,65,445
90218561,ALGOT,Bookcases & shelving units,38,NA,60,29
89309722,IVAR,Bookcases & shelving units,30,124,89,235
20278167,KALLAX,Bookcases & shelving units,37,33,33,50
59248377,IVAR,Bookcases & shelving units,30,226,259,795
69284987,BESTÅ,Bookcases & shelving units,40,202,60,420
90323393,FIXA,Bookcases & shelving units,NA,NA,64,5.6
9306204,JONAXEL,Bookcases & shelving units,51,173,148,585
60245957,BESTÅ,Bookcases & shelving units,20,38,60,100
29286460,EKET,Bookcases & shelving units,35,72,280,1002
80373703,EKET,Bookcases & shelving units,25,35,35,65
87749600,OBSERVATÖR,Bookcases & shelving units,NA,NA,NA,5
70286645,KALLAX,Bookcases & shelving units,37,33,33,75
80322860,SVALNÄS,Bookcases & shelving units,15,NA,61,70
9297488,JONAXEL,Bookcases & shelving units,51,104,50,230
29281783,BILLY / OXBERG,Bookcases & shelving units,30,202,120,1255
59197981,BESTÅ,Bookcases & shelving units,42,48,120,770
49061228,BESTÅ,Bookcases & shelving units,40,48,120,510
59248551,IVAR,Bookcases & shelving units,NA,179,89,775
19291650,KOLBJÖRN,Bookcases & shelving units,37,161,171,1265
50046152,HEDRA,Bookcases & shelving units,27,NA,NA,9
50293604,BESTÅ,Bookcases & shelving units,NA,10,NA,15
90419965,JONAXEL,Bookcases & shelving units,51,15,25,20
338412,BAGGANÄS,Bookcases & shelving units,24,NA,21,27
20348896,ÖSTERNÄS,Bookcases & shelving units,NA,NA,25,49
59282998,BROR,Bookcases & shelving units,55,190,85,580
30434186,ALGOT,Bookcases & shelving units,38,NA,60,30
70344933,EKET,Bookcases & shelving units,35,70,70,625
29205534,BESTÅ,Bookcases & shelving units,40,192,120,1081
90294989,SKUBB,Bookcases & shelving units,55,19,69,49
80318165,IVAR,Bookcases & shelving units,50,NA,83,49
30333286,BROR,Bookcases & shelving units,NA,88,55,645
80430204,HYLLIS,Bookcases & shelving units,NA,140,60,25
19291645,KOLBJÖRN,Bookcases & shelving units,37,161,80,570
20423720,KALLAX,Bookcases & shelving units,NA,33,33,75
89297130,JONAXEL,Bookcases & shelving units,51,70,25,115
450352,IVAR,Bookcases & shelving units,30,83,80,345
347888,EDVALLA,Bookcases & shelving units,11,NA,33,25
49297491,JONAXEL,Bookcases & shelving units,51,73,50,195
59317554,JONAXEL,Bookcases & shelving units,51,139,NA,515
20218545,ALGOT,Bookcases & shelving units,38,NA,2,9
10322849,SVALNÄS,Bookcases & shelving units,3,176,NA,45
60295532,BESTÅ,Bookcases & shelving units,36,NA,56,30
49286341,EKET,Bookcases & shelving units,35,70,105,268
49301921,BESTÅ,Bookcases & shelving units,22,202,60,1155
99286862,BESTÅ / EKET,Bookcases & shelving units,42,210,300,1578
59248320,IVAR,Bookcases & shelving units,50,179,89,371
10338421,BAGGANÄS,Bookcases & shelving units,28,NA,20,27
335885,SKÅDIS,Bookcases & shelving units,2,4,5,6
70391038,HAVSTA,Bookcases & shelving units,37,212,61,695
10334611,EKET,Bookcases & shelving units,34,10,69,75
89272709,BROR,Bookcases & shelving units,40,190,170,1710
9177626,BILLY,Bookcases & shelving units,28,237,40,305
19266603,BESTÅ,Bookcases & shelving units,42,74,120,910
29248208,IVAR,Bookcases & shelving units,30,226,344,2275
80344923,EKET,Bookcases & shelving units,35,35,70,375
49189203,EKET,Bookcases & shelving units,35,72,105,515
99297144,JONAXEL,Bookcases & shelving units,51,70,50,170
10293597,NANNARP,Bookcases & shelving units,100,100,100,40
40347508,ENERYDA,Bookcases & shelving units,NA,NA,NA,22
80334617,EKET,Bookcases & shelving units,NA,NA,NA,12
39231603,BESTÅ,Bookcases & shelving units,42,64,180,795
60443622,BESTÅ,Bookcases & shelving units,42,NA,120,150
69287373,BILLY / MORLIDEN,Bookcases & shelving units,30,106,40,315
99248554,IVAR,Bookcases & shelving units,NA,226,134,1020
29278262,KALLAX,Bookcases & shelving units,39,147,112,745
79286636,EKET,Bookcases & shelving units,35,210,210,2020
10434187,ALGOT,Bookcases & shelving units,38,NA,2,9
60409294,KOLBJÖRN,Bookcases & shelving units,35,81,80,225
30284846,BESTÅ,Bookcases & shelving units,NA,NA,NA,25
19297138,JONAXEL,Bookcases & shelving units,51,104,50,200
50373709,EKET,Bookcases & shelving units,35,35,35,79
79094213,ALGOT,Bookcases & shelving units,41,197,46,271.2
89030584,KALLAX,Bookcases & shelving units,39,147,147,555
344941,EKET,Bookcases & shelving units,25,70,35,175
10318159,IVAR,Bookcases & shelving units,30,NA,42,25
40452617,BROR,Bookcases & shelving units,39,NA,84,85
49311492,JONAXEL,Bookcases & shelving units,51,104,50,95
59276266,BESTÅ,Bookcases & shelving units,42,74,180,1380
19286272,EKET,Bookcases & shelving units,35,70,70,255
90334612,EKET,Bookcases & shelving units,24,10,34,45
30269129,BESTÅ BURS,Bookcases & shelving units,41,49,180,1195
286677,HEJNE,Bookcases & shelving units,NA,171,NA,35
323359,BILLY,Bookcases & shelving units,28,35,40,80
60293566,STUBBARP,Bookcases & shelving units,44,100,44,35
50347503,ENERYDA,Bookcases & shelving units,NA,NA,NA,17
80294503,BESTÅ,Bookcases & shelving units,40,38,120,375
39272641,BROR,Bookcases & shelving units,40,110,65,345
10265293,BILLY,Bookcases & shelving units,26,NA,36,30
20245959,BESTÅ,Bookcases & shelving units,20,64,60,110
